I_SECURITY,I_COMPANY,I_MARKET,I_INDUSTRY,I_SECTOR,I_SUBSECTOR,I_SEC_TYPE,N_SECURITY,N_SECURITY_T,N_SECURITY_E,I_SECURITY_LOCAL,I_ISIN,I_NATIVE
20334,245, ,0,0,0,D,THAI#13             ,§√—Èß∑’Ë 1/2557 ™ÿ¥∑’Ë 2 §√∫°”Àπ¥‰∂Ë∂Õπª’ æ.».2564,No. 1/2557 Series 2 due in 2021,20334,              ,L
20335,245, ,0,0,0,D,THAI#14             ,§√—Èß∑’Ë 1/2557 ™ÿ¥∑’Ë 3 §√∫°”Àπ¥‰∂Ë∂Õπª’ æ.».2567,No. 1/2557 Series 3 due in 2024,20335,              ,L
20336,842,A,0,0,0,V,BANP06C1601A        ,A,A,20336,THASDOAEQ2B6  ,L
20337,842,A,0,0,0,V,BANP06P1502A        ,A,A,20337,THASDOBEP3C2  ,L
20338,842,A,0,0,0,V,CPAL06C1601A        ,A,A,20338,THDBDOAEQ241  ,L
20339,842,A,0,0,0,V,KBAN06C1601A        ,A,A,20339,THADDOAEQ250  ,L
20340,842,A,0,0,0,V,PTT06C1601A         ,A,A,20340,THCWDOAEQ298  ,L
20341,842,A,0,0,0,V,PTT06P1502A         ,A,A,20341,THCWDOBEP3A8  ,L
20342,842,A,0,0,0,V,PTTE06C1502A        ,A,A,20342,THBQDOAEP385  ,L
20343,842,A,0,0,0,V,PTTG06C1502A        ,A,A,20343,THEFDOAEP366  ,L
20344,171,A,0,0,0,V,SAMA13C1407A        ,A,A,20344,THBTAVAEO706  ,L
20345,842,A,0,0,0,V,TMB06C1502A         ,A,A,20345,THAHDOAEP329  ,L
20346,842,A,0,0,0,V,TOP06C1502A         ,A,A,20346,THDGDOAEP341  ,L
20347,842,A,0,0,0,V,TUF06C1502A         ,A,A,20347,THCEDOAEP348  ,L
20348,171,A,0,0,0,V,WHA13C1407A         ,A,A,20348,THGYAVAEO705  ,L
20349,842,A,0,0,0,V,BCP06C1502A         ,A,A,20349,THCADOAEP320  ,L
20350,842,A,0,0,0,V,CPN06C1601A         ,A,A,20350,THCJDOAEQ212  ,L
20351,842,A,0,0,0,V,INTU06C1601A        ,A,A,20351,THEJDOAEQ259  ,L
20352,842,A,0,0,0,V,INTU06P1502A        ,A,A,20352,THEJDOBEP366  ,L
20353,842,A,0,0,0,V,IVL06C1601A         ,A,A,20353,THEBDOAEQ264  ,L
20354,842,A,0,0,0,V,IVL06P1502A         ,A,A,20354,THEBDOBEP371  ,L
20355,842,A,0,0,0,V,SCB06C1502A         ,A,A,20355,THACDOAEP3B3  ,L
20356,842,A,0,0,0,V,SCC06C1502A         ,A,A,20356,THABDOAEP348  ,L
20357,842,A,0,0,0,V,TTA06C1502A         ,A,A,20357,THCNDOAEP315  ,L
20359,655,C,0,13,0,G,CB14304A            ,,,20359,TH0655H7O382  ,L
20360,268, ,0,0,0,W,ADVANCWG            ,°√√¡°“√·≈–æπ—°ß“π¢Õß∫√‘…—∑·≈–∫√‘…—∑¬ËÕ¬,Directors and employees of the Company and subsidiaries,20360,              ,L
20363,623,C,0,11,1,G,TB14319A            ,,,20363,TH0623B7O387  ,L
20364,171,A,0,0,0,V,ADVA13P1406A        ,A,A,20364,THBFAVBEO7F5  ,L
20365,171,A,0,0,0,V,ESSO13C1408A        ,A,A,20365,THDZAVAEO873  ,L
20366,171,A,0,0,0,V,KBAN13C1407A        ,A,A,20366,THADAVAEO7F9  ,L
20367,171,A,0,0,0,V,SCC13C1407A         ,A,A,20367,THABAVAEO7B0  ,L
20368,171,A,0,0,0,V,STA13C1408A         ,A,A,20368,THEDAVAEO886  ,L
20369,171,A,0,0,0,V,TTA13C1406A         ,A,A,20369,THCNAVAEO640  ,L
20370,655,C,0,13,0,G,CB14522B            ,,,20370,TH0655H7O580  ,L
20371,655,C,0,13,0,G,CB14821A            ,,,20371,TH0655B7O883  ,L
20372,380, ,0,0,0,W,THCOMWG             ,°√√¡°“√ ·≈–æπ—°ß“π¢Õß∫√‘…—∑·≈–∫√‘…—∑¬ËÕ¬,Directors and employees of the Company and its subsidiaries,20372,              ,L
20373,137,A,0,0,0,V,ADVA08C1408A        ,A,A,20373,THBFAQAEO960  ,L
20374,137,A,0,0,0,V,ADVA08C1502A        ,A,A,20374,THBFAQAEP272  ,L
20375,137,A,0,0,0,V,BBL08C1408A         ,A,A,20375,THAAAQAEO971  ,L
20376,137,A,0,0,0,V,BGH08C1502A         ,A,A,20376,THBEAQAEP259  ,L
20377,137,A,0,0,0,V,BJC08C1408A         ,A,A,20377,THEGAQAEO939  ,L
20378,137,A,0,0,0,V,CK08C1502A          ,A,A,20378,THCMAQAEP227  ,L
20379,137,A,0,0,0,V,CPAL08C1502A        ,A,A,20379,THDBAQAEP285  ,L
20380,137,A,0,0,0,V,CPN08C1408A         ,A,A,20380,THCJAQAEO945  ,L
20381,137,A,0,0,0,V,IVL08C1408A         ,A,A,20381,THEBAQAEO997  ,L
20382,137,A,0,0,0,V,KBAN08C1408A        ,A,A,20382,THADAQAEO983  ,L
20383,137,A,0,0,0,V,KKP08C1408A         ,A,A,20383,THANAQAEO909  ,L
20384,137,A,0,0,0,V,LH08C1408A          ,A,A,20384,THARAQAEO934  ,L
20385,1149,A,1,12,0,F,KTIS-F              ,,,19155,TH5288010017  ,F
20386,1149,A,1,12,0,S,KTIS-R              ,,,19155,TH5288010R14  ,R
20387,878, ,0,0,0,W,PS-WF               ,°√√¡°“√ ·≈–ºŸÈ∫√‘À“√¢Õß∫√‘…—∑·≈–/À√◊Õ∫√‘…—∑¬ËÕ¬ §√—Èß∑’Ë 6,ESOP#6,20387,              ,L
20388,201, ,0,0,0,W,INTUCH-WG           ,„ÀÈ·°Ëæπ—°ß“π¢Õß∫√‘…—∑·≈–/À√◊Õ∫√‘…—∑¬ËÕ¬,To employees of the Company and/or its subsidiaries,20388,              ,L
20389,546, ,0,0,0,W,MAX-W1              ,ºŸÈ≈ß∑ÿπ‡©æ“–‡®“–®ß,Private Placement,20389,              ,L
20390,655,B,0,13,0,G,BOT162B             ,,,20390,TH065503Q201  ,L
20391,1110,A,0,0,0,V,AOT23P1407A         ,A,A,20391,THDFELBEO819  ,L
20392,1093,A,0,0,0,V,AOT28C1405B         ,B,B,20392,THDFEKAEO565  ,L
20393,1110,A,0,0,0,V,BAY23C1410A         ,A,A,20393,THAFELAEOB17  ,L
20394,1093,A,0,0,0,V,BBL28C1407A         ,A,A,20394,THAAEKAEO737  ,L
20395,1110,A,0,0,0,V,BGH23C1410A         ,A,A,20395,THBEELAEOB17  ,L
20396,1110,A,0,0,0,V,BLA23C1501A         ,A,A,20396,THEEELAEP108  ,L
20397,1110,A,0,0,0,V,DELT23C1410A        ,A,A,20397,THCLELAEOB09  ,L
20398,1110,A,0,0,0,V,IVL23C1410A         ,A,A,20398,THEBELAEOB17  ,L
20399,1110,A,0,0,0,V,JAS23C1408A         ,A,A,20399,THBZELAEO920  ,L
20400,1110,A,0,0,0,V,LH23C1408A          ,A,A,20400,THARELAEO903  ,L
20401,1110,A,0,0,0,V,PTTE23P1410A        ,A,A,20401,THBQELBEOA21  ,L
20402,1093,A,0,0,0,V,SAMA28C1407A        ,A,A,20402,THBTEKAEO701  ,L
20403,1093,A,0,0,0,V,SCB28P1406A         ,A,A,20403,THACEKBEO673  ,L
20404,1110,A,0,0,0,V,SCC23P1410A         ,A,A,20404,THABELBEOA29  ,L
20405,1110,A,0,0,0,V,TCAP23C1501A        ,A,A,20405,THAJELAEP113  ,L
20406,1110,A,0,0,0,V,TOP23C1501A         ,A,A,20406,THDGELAEP113  ,L
20407,1093,A,0,0,0,V,TRUE28P1406A        ,A,A,20407,THBUEKBEO6D2  ,L
20408,1093,A,0,0,0,V,VGI28C1406A         ,A,A,20408,THGFEKAEO600  ,L
20409,1093,A,0,0,0,V,WHA28C1407A         ,A,A,20409,THGYEKAEO700  ,L
20410,655,C,0,13,0,G,CB14311A            ,,,20410,TH0655I7O381  ,L
20411,771, ,0,0,0,W,BOL-WB              ,®—¥ √√„ÀÈ°√√¡°“√ºŸÈ∫√‘À“√ ·≈–/À√◊Õ æπ—°ß“π,To the directors and/or employees,20411,              ,L
20412,784,A,0,0,0,W,L&E-W3              ,§√—Èß∑’Ë 3 „ÀÈ·°ËºŸÈ∂◊ÕÀÿÈπ‡¥‘¡,#3 To existing shareholders,20412,TH078405R608  ,L
20413,784, ,0,0,0,W,L&E-WA              ,„ÀÈ·°Ë°√√¡°“√ ºŸÈ∫√‘À“√ ·≈–æπ—°ß“π¢Õß∫√‘…—∑,"To directors, managements and employees of the Company",20413,              ,L
20415,219, ,0,0,0,W,TASCO-WD            ,„ÀÈ·°Ë°√√¡°“√∫√‘À“√·≈–/À√◊Õæπ—°ß“π,To executive directors and employees (ESOP-W4),20415,              ,L
20416,809,A,0,0,0,V,AAV01C1408A         ,A,A,20416,THEODJAEO908  ,L
20417,809,A,0,0,0,V,AAV01P1408A         ,A,A,20417,THEODJBEO914  ,L
20418,809,A,0,0,0,V,CK01C1407A          ,A,A,20418,THCMDJAEO823  ,L
20419,809,A,0,0,0,V,CK01P1407A          ,A,A,20419,THCMDJBEO839  ,L
20420,809,A,0,0,0,V,HMPR01C1407A        ,A,A,20420,THCXDJAEO895  ,L
20421,809,A,0,0,0,V,HMPR01P1407A        ,A,A,20421,THCXDJBEO8A4  ,L
20422,809,A,0,0,0,V,LH01C1407A          ,A,A,20422,THARDJAEO8C1  ,L
20423,809,A,0,0,0,V,LH01P1407A          ,A,A,20423,THARDJBEO8D8  ,L
20424,809,A,0,0,0,V,LPN01C1408A         ,A,A,20424,THCFDJAEO900  ,L
20425,809,A,0,0,0,V,LPN01P1408A         ,A,A,20425,THCFDJBEO916  ,L
20426,809,A,0,0,0,V,SAMA01C1408A        ,A,A,20426,THBTDJAEO903  ,L
20427,809,A,0,0,0,V,SAMA01P1408A        ,A,A,20427,THBTDJBEO919  ,L
20428,809,A,0,0,0,V,TRUE01C1407A        ,A,A,20428,THBUDJAEO8E1  ,L
20429,809,A,0,0,0,V,TRUE01P1407A        ,A,A,20429,THBUDJBEO8F7  ,L
20430,623,C,0,11,1,G,TB14326A            ,,,20430,TH0623C7O386  ,L
20431,623,C,0,11,1,G,TB14528A            ,,,20431,TH062307O585  ,L
20432,171,A,0,0,0,V,AOT13C1405B         ,B,B,20432,THDFAVAEO594  ,L
20433,655,C,0,13,0,G,CB14529B            ,,,20433,TH0655I7O589  ,L
20434,655,C,0,13,0,G,CB14828A            ,,,20434,TH0655C7O882  ,L
20435,171,A,0,0,0,V,AOT13P1405A         ,A,A,20435,THDFAVBEO6A6  ,L
20436,171,A,0,0,0,V,VGI13P1406A         ,A,A,20436,THGFAVBEO637  ,L
20437,1113, ,0,0,0,W,ARROW-WA            ,®—¥ √√„ÀÈ°—∫°√√¡°“√·≈–æπ—°ß“π(ESOP),Allocated to Employee Stock Option Program (ESOP),20437,              ,L
20438,198, ,0,0,0,W,POLAR-WA            ,ºŸÈ∂◊ÕÀÿÈπ‡¥‘¡,Existing shareholders,20438,              ,L
20439,1175,A,2,15,0,S,TSR                 ,,,20439,TH5536010009  ,L
20440,1160,A,4,29,0,F,PCSGH-F             ,,,19624,TH5306010015  ,F
20441,1160,A,4,29,0,S,PCSGH-R             ,,,19624,TH5306010R14  ,R
20442,806,S,0,0,0,W,PPM-W1              ,ºŸÈ∂◊ÕÀÿÈπ‡¥‘¡,Existing sharehloders,20442,TH080605R500  ,L
20443,241,A,0,0,0,V,ADVA03C1408B        ,B,B,20443,THBFBBAEO812  ,L
20460,655,C,0,13,0,G,CB14318A            ,,,20460,TH0655J7O380  ,L
20461,2, ,0,0,0,W,BJC-WA3             ,‚§√ß°“√ BJC ESOP 2012 §√—Èß∑’Ë 3,The BJC ESOP 2012 Scheme No. 3,20461,              ,L
20462,675,A,0,0,0,R,TICON-T2            ,ºŸÈ∂◊ÕÀÿÈπ‡¥‘¡,Existing shareholders,20462,TH067510O605  ,L
20463,1011, ,0,0,0,W,SENA-WB             ,„ÀÈ·°ËºŸÈ∫√‘À“√·≈–æπ—°ß“π §√—Èß∑’Ë 2,To executives and employees #2,20463,              ,L
20464,1156,A,0,0,0,V,ADVA11C1408A        ,A,A,20464,THBFGDAEO908  ,L
20465,1156,A,0,0,0,V,ADVA11P1408A        ,A,A,20465,THBFGDBEO914  ,L
20466,241,A,0,0,0,V,AOT03C1408A         ,A,A,20466,THDFBBAEO800  ,L
20467,1156,A,0,0,0,V,AOT11C1408A         ,A,A,20467,THDFGDAEO904  ,L
20468,171,A,0,0,0,V,BGH13C1408A         ,A,A,20468,THBEAVAEO872  ,L
20469,1156,A,0,0,0,V,BTS11C1408A         ,A,A,20469,THAYGDAEO901  ,L
20470,1156,A,0,0,0,V,CK11C1408A          ,A,A,20470,THCMGDAEO902  ,L
20471,1156,A,0,0,0,V,CPAL11C1408A        ,A,A,20471,THDBGDAEO903  ,L
20472,1156,A,0,0,0,V,CPN11C1408A         ,A,A,20472,THCJGDAEO908  ,L
20473,241,A,0,0,0,V,JAS03C1408B         ,B,B,20473,THBZBBAEO810  ,L
20474,1156,A,0,0,0,V,JAS11C1408A         ,A,A,20474,THBZGDAEO906  ,L
20475,1156,A,0,0,0,V,PTT11C1408A         ,A,A,20475,THCWGDAEO901  ,L
20476,1156,A,0,0,0,V,PTTE11C1408A        ,A,A,20476,THBQGDAEO905  ,L
20477,1156,A,0,0,0,V,PTTE11P1408A        ,A,A,20477,THBQGDBEO911  ,L
20478,1156,A,0,0,0,V,SCB11C1408A         ,A,A,20478,THACGDAEO923  ,L
20479,1156,A,0,0,0,V,SCC11C1408A         ,A,A,20479,THABGDAEO909  ,L
20480,1156,A,0,0,0,V,TMB11C1408A         ,A,A,20480,THAHGDAEO906  ,L
20483,623,C,0,11,1,G,TB14402A            ,,,20483,TH062307O486  ,L
20484,623,C,0,11,1,G,TB14604A            ,,,20484,TH0623A7O685  ,L
20485,143,A,0,0,0,W,LH-W3               ,ºŸÈ∂◊ÕÀÿÈπ‡¥‘¡,Existing shareholders,20485,TH014305R508  ,L
20486,171,A,0,0,0,V,TTA13C1408A         ,A,A,20486,THCNAVAEO855  ,L
20487,794,A,0,0,0,W,DCON-W1             ,ºŸÈ∂◊ÕÀÿÈπ‡¥‘¡,Existing shareholders,20487,TH079405T504  ,L
20488,526,A,0,0,0,W,NWR-W2              ,„ÀÈ·°ËºŸÈ∂◊ÕÀÿÈπ‡¥‘¡,To the existing shareholders,20488,TH052605OC06  ,L
20489,655,C,0,13,0,G,CB14605B            ,,,20489,TH0655D7O683  ,L
20490,655,C,0,13,0,G,CB14904A            ,,,20490,TH065507O983  ,L
20491,918, ,0,0,0,C,RICH@A              ,„ÀÈ·°ËºŸÈ≈ß∑ÿπ„πµË“ßª√–‡∑»,To a specific foreign investor,20491,              ,L
20492,470, ,0,0,0,W,TRITN-WC            ,°√√¡°“√ ·≈–/À√◊Õæπ—°ß“π,ESOP Warrants,20492,              ,L
20493,470, ,0,0,0,C,TRITN@A             ,‡ πÕ¢“¬„ÀÈ·°ËºŸÈ≈ß∑ÿπ„πµË“ßª√–‡∑»,For sale to one single foreign investor in foreign country,20493,              ,L
20494,1107,C,0,21,0,D,WHA172A             ,§√—Èß∑’Ë 1/2557 §√∫°”Àπ¥‰∂Ë∂Õπª’ æ.». 2560,"No. 1/2014, matured in 2017",20494,TH387103R209  ,L
20495,1093,A,0,0,0,V,AOT28P1407A         ,A,A,20495,THDFEKBEO779  ,L
20496,842,A,0,0,0,V,BBL06C1601A         ,A,A,20496,THAADOAEQ280  ,L
20497,842,A,0,0,0,V,BBL06P1504A         ,A,A,20497,THAADOBEP595  ,L
20498,1050,A,0,0,0,V,BBL18C1409A         ,A,A,20498,THAAECAEO957  ,L
20499,842,A,0,0,0,V,BTS06C1504A         ,A,A,20499,THAYDOAEP514  ,L
20500,842,A,0,0,0,V,CK06C1504A          ,A,A,20500,THCMDOAEP515  ,L
20501,842,A,0,0,0,V,CK06P1504A          ,A,A,20501,THCMDOBEP521  ,L
20502,1050,A,0,0,0,V,ESSO18C1409A        ,A,A,20502,THDZECAEO958  ,L
20503,842,A,0,0,0,V,GFPT06C1504A        ,A,A,20503,THGXDOAEP505  ,L
20504,842,A,0,0,0,V,GLOB06C1504A        ,A,A,20504,THENDOAEP501  ,L
20505,1093,A,0,0,0,V,HMPR28C1408A        ,A,A,20505,THCXEKAEO842  ,L
20506,842,A,0,0,0,V,IRPC06C1504A        ,A,A,20506,THCHDOAEP507  ,L
20507,842,A,0,0,0,V,IRPC06P1504A        ,A,A,20507,THCHDOBEP513  ,L
20508,842,A,0,0,0,V,LPN06C1504A         ,A,A,20508,THCFDOAEP501  ,L
20509,842,A,0,0,0,V,MAJO06C1504A        ,A,A,20509,THCYDOAEP502  ,L
20510,1050,A,0,0,0,V,PTTG18C1409A        ,A,A,20510,THEFECAEO925  ,L
20511,1050,A,0,0,0,V,TRUE18C1409A        ,A,A,20511,THBUECAEO961  ,L
20512,842,A,0,0,0,V,VGI06C1504A         ,A,A,20512,THGFDOAEP502  ,L
20513,171,A,0,0,0,V,VGI13C1503A         ,A,A,20513,THGFAVAEP347  ,L
20514,1093,A,0,0,0,V,VGI28C1407A         ,A,A,20514,THGFEKAEO717  ,L
20521,171,A,0,0,0,V,DTAC13C1408A        ,A,A,20521,THCOAVAEO8C9  ,L
20522,171,A,0,0,0,V,DTAC13P1408A        ,A,A,20522,THCOAVBEO8D6  ,L
20523,171,A,0,0,0,V,HMPR13C1407A        ,A,A,20523,THCXAVAEO789  ,L
20524,1156,A,0,0,0,V,PTT11P1408A         ,A,A,20524,THCWGDBEO917  ,L
20525,171,A,0,0,0,V,SIRI13C1408A        ,A,A,20525,THCQAVAEO817  ,L
20526,171,A,0,0,0,V,SPAL13C1408A        ,A,A,20526,THBSAVAEO815  ,L
20527,1156,A,0,0,0,V,TMB11P1408A         ,A,A,20527,THAHGDBEO912  ,L
20528,513,B,0,12,0,G,BMTA243A            ,,,20528,TH0513034304  ,L
20529,1090,A,0,0,0,V,ADVA16C1412A        ,A,A,20529,THBFEIAEOC36  ,L
20530,1090,A,0,0,0,V,CPF16C1412A         ,A,A,20530,THAKEIAEOC30  ,L
20531,1090,A,0,0,0,V,KBAN16C1412A        ,A,A,20531,THADEIAEOC05  ,L
20532,1090,A,0,0,0,V,THCO16C1412A        ,A,A,20532,THBWEIAEOC01  ,L
20533,655,C,0,13,0,G,CB14325A            ,,,20533,TH0655K7O387  ,L
20534,623,C,0,11,1,G,TB14409A            ,,,20534,TH0623A7O487  ,L
20535,110,A,0,0,0,W,IFEC-W1-R           ,ºŸÈ∂◊ÕÀÿÈπ‡¥‘¡,Existing shareholders,18985,TH011005R2R8  ,R
20536,655,C,0,13,0,G,CB14612B            ,,,20536,TH0655E7O682  ,L
20537,655,C,0,13,0,G,CB14911A            ,,,20537,TH0655A7O983  ,L
20538,867,A,0,0,0,W,TWZ-W3              ,„ÀÈ·°ËºŸÈ∂◊ÕÀÿÈπ‡¥‘¡ §√—Èß∑’Ë 3,Right Offering No.3,20538,TH086705R601  ,L
20539,128,C,0,21,0,D,MINT193A            ,ºŸÈ≈ß∑ÿπ ∂“∫—π ·≈–/À√◊Õ ºŸÈ≈ß∑ÿπ√“¬„À≠Ë,Private Placement to institutions & high net worth investors,20539,TH012803T302  ,L
20540,171,A,0,0,0,V,IVL13P1408A         ,A,A,20540,THEBAVBEO8H0  ,L
20541,171,A,0,0,0,V,KBAN13P1409A        ,A,A,20541,THADAVBEO9G2  ,L
20542,171,A,0,0,0,V,THCO13C1409A        ,A,A,20542,THBWAVAEO916  ,L
20543,655,C,0,13,0,G,CB14401A            ,,,20543,TH0655H7O481  ,L
20544,736,C,0,21,0,D,TK173A              ,§√—Èß∑’Ë 1/2557 §√∫°”Àπ¥‰∂Ë∂Õπª’ 2560,No.1/2014 Due A.D.2017,20544,TH073603R306  ,L
20545,1093,A,0,0,0,V,TTA28C1408A         ,A,A,20545,THCNEKAEO819  ,L
20547,623,C,0,11,1,G,TB14416A            ,,,20547,TH0623B7O486  ,L
20548,623,C,0,11,1,G,TB14618A            ,,,20548,TH062307O684  ,L
20549,1156,A,0,0,0,V,AOT11P1407A         ,A,A,20549,THDFGDBEO811  ,L
20550,1156,A,0,0,0,V,SCB11P1407A         ,A,A,20550,THACGDBEO830  ,L
20551,1156,A,0,0,0,V,TRUE11P1407A        ,A,A,20551,THBUGDBEO814  ,L
20552,1174,S,59,67,0,F,RWI-F               ,,,20285,TH5359010011  ,F
20553,1174,S,59,67,0,S,RWI-R               ,,,20285,TH5359010R13  ,R
20554,636,A,0,0,0,W,GENCO-W1            ,ºŸÈ∂◊ÕÀÿÈπ‡¥‘¡,Existing shareholders,20554,TH063605R501  ,L
20555,655,C,0,13,0,G,CB14619B            ,,,20555,TH0655F7O681  ,L
20556,655,C,0,13,0,G,CB14918A            ,,,20556,TH0655B7O982  ,L
20557,538,A,0,0,0,W,GLAND-W3            ,®—¥ √√„ÀÈºŸÈ∂◊ÕÀÿÈπ‡¥‘¡,Allocated to existing shareholders,20557,TH053805R608  ,L
20558,152,A,0,0,0,W,SVI-W3              ,°√√¡°“√·≈–æπ—°ß“π¢Õß∫√‘…—∑,Employee Stock Option Program,20558,TH015205U305  ,L
20559,924,A,0,0,0,V,ADVA27C1503A        ,A,A,20559,THBFGGAEP312  ,L
20560,924,A,0,0,0,V,CK27C1503A          ,A,A,20560,THCMGGAEP308  ,L
20561,924,A,0,0,0,V,GFPT27C1503A        ,A,A,20561,THGXGGAEP306  ,L
20562,924,A,0,0,0,V,HEMR27C1503A        ,A,A,20562,THBLGGAEP302  ,L
20563,924,A,0,0,0,V,IVL27C1503A         ,A,A,20563,THEBGGAEP315  ,L
20564,924,A,0,0,0,V,JAS27C1503A         ,A,A,20564,THBZGGAEP310  ,L
20565,1093,A,0,0,0,V,JAS28C1408A         ,A,A,20565,THBZEKAEO872  ,L
20566,924,A,0,0,0,V,KBAN27C1409A        ,A,A,20566,THADGGAEO916  ,L
20567,924,A,0,0,0,V,LPN27C1503A         ,A,A,20567,THCFGGAEP310  ,L
20568,924,A,0,0,0,V,PTTE27C1409A        ,A,A,20568,THBQGGAEO916  ,L
20569,924,A,0,0,0,V,STPI27C1503A        ,A,A,20569,THGZGGAEP301  ,L
20570,171,A,0,0,0,V,TRUE13C1409A        ,A,A,20570,THBUAVAEOAJ0  ,L
20571,924,A,0,0,0,V,TRUE27C1503A        ,A,A,20571,THBUGGAEP311  ,L
20572,171,A,0,0,0,V,TTA13C1409A         ,A,A,20572,THCNAVAEO962  ,L
20573,171,A,0,0,0,V,TTA13P1407A         ,A,A,20573,THCNAVBEO879  ,L
20574,924,A,0,0,0,V,WHA27C1503A         ,A,A,20574,THGYGGAEP304  ,L
20575,450,C,0,21,0,D,TU192A              ,,,20575,TH045003T201  ,L
20576,811,C,0,21,0,D,TLT184B             ,,,20576,TH081103S404  ,L
20577,483,C,0,21,0,D,BECL172A            ,,,20577,TH048303R206  ,L
20580,655,C,0,13,0,G,CB14408A            ,,,20580,TH0655I7O480  ,L
20581,623,C,0,11,1,G,TB14423A            ,,,20581,TH0623C7O485  ,L
20582,1063,C,0,21,0,D,NPS171A             ,,,20582,TH106303R106  ,L
20583,675,C,0,21,0,D,TCON171B            ,,,20583,TH0675A3R106  ,L
20584,308,C,0,21,0,D,AP171A              ,,,20584,TH030803R106  ,L
20585,675,C,0,21,0,D,TCON191A            ,,,20585,TH067503T104  ,L
20586,308,C,0,21,0,D,AP191A              ,,,20586,TH030803T102  ,L
20587,597,C,0,21,0,D,TSCO241A            ,,,20587,TH0597034105  ,L
20588,979,C,0,21,0,D,SGP171A             ,,,20588,TH097903R104  ,L
20589,878,C,0,21,0,D,PS171A              ,,,20589,TH087803R108  ,L
20590,212,C,0,21,0,D,TPIP177A            ,,,20590,TH021203R704  ,L
20591,212,C,0,21,0,D,TPIP187A            ,,,20591,TH021203S702  ,L
20592,122, ,0,0,0,W,KCE-WE              ,ESOP-W5,ESOP-W5,20592,              ,L
20593,1176,A,0,0,0,L,ESET50              ,,,20593,THSE50070010  ,L
20594,1177,A,5,33,0,S,SIRIP               ,,,20594,TH5374010004  ,L
20595,809,A,0,0,0,V,AP01C1409A          ,A,A,20595,THBNDJAEOA04  ,L
20596,809,A,0,0,0,V,BTS01C1408A         ,A,A,20596,THAYDJAEO970  ,L
20597,809,A,0,0,0,V,BTS01P1408A         ,A,A,20597,THAYDJBEO986  ,L
20598,809,A,0,0,0,V,CPAL01C1408A        ,A,A,20598,THDBDJAEO9C4  ,L
20599,809,A,0,0,0,V,CPAL01P1408A        ,A,A,20599,THDBDJBEO9D1  ,L
20600,809,A,0,0,0,V,CPF01C1409A         ,A,A,20600,THAKDJAEOAC7  ,L
20601,809,A,0,0,0,V,CPF01P1409A         ,A,A,20601,THAKDJBEOAD3  ,L
20602,809,A,0,0,0,V,CPN01C1409A         ,A,A,20602,THCJDJAEOA66  ,L
20603,809,A,0,0,0,V,CPN01P1409A         ,A,A,20603,THCJDJBEOA73  ,L
20604,809,A,0,0,0,V,DELT01C1409A        ,A,A,20604,THCLDJAEOA13  ,L
20605,809,A,0,0,0,V,DELT01P1409A        ,A,A,20605,THCLDJBEOA20  ,L
20606,809,A,0,0,0,V,GLOB01C1408A        ,A,A,20606,THENDJAEO926  ,L
20607,809,A,0,0,0,V,GLOB01P1408A        ,A,A,20607,THENDJBEO932  ,L
20608,809,A,0,0,0,V,IVL01C1408A         ,A,A,20608,THEBDJAEO9I0  ,L
20609,809,A,0,0,0,V,PS01C1408A          ,A,A,20609,THDQDJAEO996  ,L
20610,809,A,0,0,0,V,PS01P1408A          ,A,A,20610,THDQDJBEO9A0  ,L
20611,809,A,0,0,0,V,PTT01C1408A         ,A,A,20611,THCWDJAEO9C0  ,L
20612,809,A,0,0,0,V,PTT01P1408A         ,A,A,20612,THCWDJBEO9D7  ,L
20613,809,A,0,0,0,V,THAI01C1409A        ,A,A,20613,THBCDJAEOAD0  ,L
20614,809,A,0,0,0,V,THAI01P1409A        ,A,A,20614,THBCDJBEOAE6  ,L
20615,809,A,0,0,0,V,TTA01C1408A         ,A,A,20615,THCNDJAEO904  ,L
20616,809,A,0,0,0,V,TTA01P1408A         ,A,A,20616,THCNDJBEO910  ,L
20617,1177,A,5,33,0,F,SIRIP-F             ,,,20594,TH5374010012  ,F
20618,655,C,0,13,0,G,CB14626B            ,,,20618,TH0655G7O680  ,L
20619,655,C,0,13,0,G,CB14925A            ,,,20619,TH0655C7O981  ,L
20620,450,C,0,21,0,D,TU172A              ,,,20620,TH045003R205  ,L
20621,450,C,0,21,0,D,TU212A              ,,,20621,TH0450031206  ,L
20622,450,C,0,21,0,D,TU242A              ,,,20622,TH0450034200  ,L
20623,245,C,0,21,0,D,THAI192B            ,,,20623,TH0245A3T202  ,L
20624,1156,A,0,0,0,V,AAV11C1409A         ,A,A,20624,THEOGDAEO904  ,L
20625,842,A,0,0,0,V,ADVA06C1601A        ,A,A,20625,THBFDOAEQ238  ,L
20626,171,A,0,0,0,V,ADVA13C1408A        ,A,A,20626,THBFAVAEO8G2  ,L
20627,1156,A,0,0,0,V,BANP11C1409A        ,A,A,20627,THASGDAEO903  ,L
20628,1156,A,0,0,0,V,BANP11P1409A        ,A,A,20628,THASGDBEO919  ,L
20629,1156,A,0,0,0,V,BBL11C1409A         ,A,A,20629,THAAGDAEO901  ,L
20630,1156,A,0,0,0,V,BBL11P1409A         ,A,A,20630,THAAGDBEO917  ,L
20631,842,A,0,0,0,V,BEC06C1503A         ,A,A,20631,THCSDOAEP405  ,L
